bedrooms,house_size,floor,city,price
2,3103,3,Bengaluru,777023
,2365,2,Bengaluru,539127
2,3946,1,Bengaluru,847540
1,1969,1,Noida,261574
4,877,,Gurugram,363556
3,3961,2,Bengaluru,941837
1,2180,1,Gurugram,370566
4,1574,,Bengaluru,514888
,741,2,Bengaluru,223690
1,3865,1,Noida,430051
3,1419,2,Bengaluru,457101
5,,1,,516130
5,2813,2,Gurugram,688233
1,3691,1,Gurugram,590449
2,3259,3,Noida,426833
4,1771,,Gurugram,482251
2,569,1,Gurugram,235407
2,2604,1,Noida,352368
1,1905,2,Bengaluru,407900
1,2586,3,Gurugram,502049
1,2507,2,Gurugram,496375
1,1300,2,Noida,215134
5,1541,1,Bengaluru,576811
1,3279,2,Bengaluru,727134
5,1324,1,,406020
,1255,3,Noida,418196
1,2899,,Bengaluru,655459
3,2495,2,Gurugram,525203
4,2339,2,Noida,459453
2,1821,1,Gurugram,381181
5,2830,1,Gurugram,668459
4,2109,2,Bengaluru,647307
,609,2,Noida,221176
2,,3,Gurugram,358754
2,3751,3,Noida,514229
5,2461,3,Bengaluru,784163
1,3091,3,,688968
3,2269,3,Bengaluru,642807
5,524,1,Bengaluru,378463
3,1342,3,Gurugram,400777
1,3338,3,Bengaluru,753697
1,1237,2,,205806
5,2604,1,Bengaluru,772371
1,679,3,Noida,199438
4,731,3,Gurugram,338367
2,2417,3,Gurugram,514973
5,842,2,Bengaluru,428664
3,976,2,Bengaluru,372695
4,,2,Gurugram,575048
5,3123,3,Gurugram,759006
1,954,2,Bengaluru,243839
1,1755,3,Noida,263288
1,788,,Bengaluru,207942
1,1736,3,Gurugram,356789
3,2805,2,Gurugram,573185
4,1029,1,Noida,319017
2,3234,3,Gurugram,614533
3,3476,1,Noida,544698
3,2776,1,Noida,459955
2,3797,1,Noida,517149
2,1095,3,Gurugram,278818
1,934,2,Gurugram,202432
3,1381,3,Bengaluru,456118
5,3568,2,Noida,649691
2,2281,3,Gurugram,479671
2,901,3,Gurugram,250166
4,3169,3,Gurugram,691211
5,,2,Bengaluru,820849
5,3131,3,Gurugram,757816
2,2065,1,Bengaluru,524049
1,808,3,Gurugram,200592
4,3453,1,Gurugram,745857
5,842,2,Gurugram,375212
2,935,2,Bengaluru,308037
5,676,3,Bengaluru,417432
4,638,3,Gurugram,300781
4,693,3,Bengaluru,364451
3,3757,1,,581430
2,3789,2,Bengaluru,861099
4,3735,1,Noida,586020
3,1684,1,Noida,286857
3,1442,3,Noida,321421
5,1024,3,Bengaluru,463312
5,2124,1,Bengaluru,677763
3,3613,1,Bengaluru,891123
5,3462,3,Bengaluru,949884
4,2757,3,Gurugram,648370
1,1240,1,Bengaluru,292404
4,1361,3,Bengaluru,475490
3,3846,3,Gurugram,776554
3,1453,1,Noida,286071
4,1802,1,Bengaluru,561923
5,,2,Bengaluru,613385
5,3881,1,Bengaluru,1040537
3,2243,3,Bengaluru,629246
2,3380,1,,782695
5,2687,1,Bengaluru,783225
4,1291,1,Bengaluru,462893
5,1045,2,Bengaluru,484876
4,2344,2,Noida,456757
3,1516,3,Gurugram,429835
5,2427,2,,649310
4,2053,1,Bengaluru,642729
3,556,2,Gurugram,280468
2,2659,1,Noida,379641
4,504,,Noida,287472
2,3981,2,Bengaluru,922913
2,1937,2,Gurugram,437085
1,3753,1,Gurugram,587852
5,3584,2,Noida,622088
4,1862,1,Gurugram,497501
2,2320,1,Noida,353399
,1782,3,Gurugram,346947
3,,2,Gurugram,532299
4,3163,3,Gurugram,700898
2,3438,3,,662024
5,3245,1,Noida,578186
1,1773,2,Bengaluru,426450
2,3826,1,Gurugram,722230
,3445,1,Noida,600762
2,3518,2,Noida,468652
,,1,Gurugram,458533
4,1167,2,Noida,341450
4,3141,2,,536792
1,3136,1,Gurugram,538264
4,3032,1,Gurugram,640998
5,3529,3,Gurugram,806925
2,3519,1,Bengaluru,789232
3,1781,2,,349219
5,3186,3,Bengaluru,929291
,1496,2,Noida,416826
4,2426,3,Bengaluru,696263
1,781,1,Noida,129481
2,3533,1,,852620
1,3659,1,Gurugram,637843
2,1727,2,Noida,281855
2,2563,3,Gurugram,503506
1,3722,2,Noida,440024
5,1435,3,Bengaluru,591793
2,753,,Bengaluru,225580
1,1711,2,Noida,229996
2,828,1,Gurugram,242426
3,3091,2,Noida,485017
5,3330,1,Bengaluru,917447
4,3544,2,Gurugram,746554
2,1920,2,Gurugram,414619
3,2040,3,Bengaluru,579792
4,3901,1,,578831
4,3392,3,Bengaluru,904691
2,1692,3,Gurugram,387587
1,2216,1,Noida,239111
,2913,2,Gurugram,564794
3,,3,Bengaluru,539683
4,,1,Gurugram,375954
2,1885,2,Noida,301717
,1259,3,Noida,191131
2,3186,3,Bengaluru,764152
5,2298,3,Gurugram,613536
1,1563,2,Gurugram,333402
3,3471,3,Noida,529592
4,915,2,Bengaluru,360049
2,3926,3,Bengaluru,926610
1,754,1,Noida,169782
5,1666,3,Noida,456781
,2376,1,Bengaluru,559000
5,3257,1,Bengaluru,924943
3,3124,,Gurugram,648419
4,1399,2,Bengaluru,518645
3,2558,1,Gurugram,562775
2,525,3,Noida,188833
1,3504,2,Bengaluru,736499
5,920,1,Gurugram,376214
5,1744,2,Bengaluru,597380
1,2376,2,Noida,257088
1,3043,2,Gurugram,517754
2,1760,3,Bengaluru,510309
3,2784,1,Gurugram,548872
5,1508,2,Gurugram,510761
2,718,2,Bengaluru,274182
3,2010,2,Gurugram,476099
2,2459,1,Gurugram,502501
5,3008,,Bengaluru,870773
,1162,2,Noida,216630
1,3182,3,Bengaluru,712410
3,3715,1,Bengaluru,909867
4,1489,3,Gurugram,450517
3,688,1,Gurugram,244724
4,754,1,Bengaluru,333868
2,567,1,Noida,178204
2,,3,Gurugram,324195
5,2883,3,Gurugram,717333
4,3218,3,Noida,562079
5,3368,3,Gurugram,754113
1,1373,2,,352305
4,3980,2,Bengaluru,974408
,2847,2,Gurugram,573138
1,2125,1,Gurugram,405433
1,856,,Bengaluru,241473
3,755,1,Noida,237616
1,1507,3,Bengaluru,392476
4,2900,1,Bengaluru,805962
5,2255,1,Bengaluru,705583
,3071,2,Gurugram,536508
4,3497,3,Gurugram,753159
,3303,3,Noida,429660
4,783,2,Gurugram,330359
5,3883,3,Gurugram,870710
4,598,3,Bengaluru,341900
3,696,3,Bengaluru,311681
5,3029,,Bengaluru,891443
2,1377,3,Bengaluru,408622
3,3797,1,Noida,546737
4,2368,1,Gurugram,532705
5,3162,3,Noida,605166
2,3165,2,Noida,414331
3,1888,2,Gurugram,452709
2,2915,2,Bengaluru,681735
4,1069,3,Bengaluru,462458
2,3137,3,Noida,480292
1,3646,1,Noida,421648
3,1565,2,Noida,323362
2,921,1,Noida,222714
4,3383,1,Noida,559737
4,1704,2,,559374
2,1044,3,Bengaluru,346164
4,,3,Gurugram,356096
5,3676,1,Bengaluru,981762
5,1723,1,Noida,420582
5,3672,1,Bengaluru,1010293
1,,1,Gurugram,292298
2,2854,2,Bengaluru,694344
1,2206,1,Bengaluru,467008
4,2924,1,Bengaluru,802607
1,1154,3,Noida,184901
4,3225,,Bengaluru,884523
4,2946,3,Noida,497413
3,2296,2,Noida,370084
5,720,2,Noida,336062
4,681,3,Bengaluru,399244
3,806,3,,313767
5,3069,1,Noida,560493
4,1919,1,Gurugram,468573
4,1513,2,Bengaluru,528397
1,2551,2,,457080
,3410,1,Gurugram,543021
5,1347,3,Gurugram,507804
4,1303,1,Bengaluru,432155
2,3852,2,,729329
1,714,2,Bengaluru,240289
5,3519,1,Gurugram,793965
4,1943,1,Noida,422222
4,600,1,Gurugram,296437
,3510,2,Noida,440192
5,1072,3,Gurugram,445529
4,1832,1,Noida,361781
1,1157,2,Bengaluru,301182
2,3486,2,Gurugram,618163
5,2033,2,Bengaluru,696108
2,3634,1,Bengaluru,844403
1,2156,1,Bengaluru,504766
5,725,3,Bengaluru,431805
2,604,2,Gurugram,248216
3,,1,Noida,430147
1,1271,2,Bengaluru,358272
1,3996,2,Bengaluru,851198
1,3826,3,Bengaluru,834348
3,928,1,Bengaluru,297133
3,933,1,Gurugram,292102
4,1730,2,Noida,392289
2,3599,,Bengaluru,848486
4,3229,3,Noida,542281
2,3907,3,Noida,535428
3,3135,3,Gurugram,663576
3,3640,3,Gurugram,716528
4,1365,,Noida,347331
5,3293,3,Bengaluru,939918
4,3738,2,Bengaluru,969586
2,3411,3,Bengaluru,800045
,2915,2,Gurugram,652065
1,750,2,Bengaluru,191642
2,3406,1,Noida,464171
,1355,2,Bengaluru,404894
,1693,2,Noida,440279
3,3661,3,Gurugram,744460
,1060,2,Gurugram,281623
3,1969,3,Bengaluru,606125
4,2841,3,,488171
1,1418,3,Noida,225835
5,1673,1,Gurugram,529016
3,3703,3,Gurugram,765292
2,932,2,Gurugram,275651
3,2606,3,Gurugram,550140
,1468,3,Gurugram,317099
3,1335,3,Noida,310102
2,2746,1,Noida,391834
4,2762,2,Gurugram,653194
2,1397,1,Bengaluru,367490
2,971,2,,229314
1,746,1,Noida,81047
2,2929,2,Gurugram,544560
1,,1,Noida,226205
5,3810,3,Gurugram,827675
1,1426,1,Gurugram,251828
4,3938,1,Noida,593291
1,,3,Noida,252639
5,3107,3,Bengaluru,879094
4,1574,2,Bengaluru,534154
3,2334,,Bengaluru,628156
3,1188,2,Gurugram,371358
1,2927,,Bengaluru,635724
1,3021,2,Bengaluru,674766
5,3651,1,Bengaluru,993526
5,,1,Noida,576005
,3938,2,Gurugram,726094
5,1984,2,Gurugram,587152
2,3458,1,Gurugram,618920
4,1459,3,Gurugram,454712
1,977,3,Bengaluru,256849
4,3551,1,Bengaluru,931476
5,3473,2,Noida,621956
4,3991,1,Noida,601821
4,1206,1,Gurugram,397498
4,,,Noida,610357
5,3940,3,Gurugram,895607
4,3401,1,Gurugram,728099
2,1637,3,Gurugram,393318
5,3564,3,Bengaluru,1030897
,1253,2,Gurugram,387270
5,3050,1,Noida,588426
,2159,1,Noida,358317
2,3364,3,,620330
4,1087,3,Noida,338464
3,1834,2,Gurugram,432179
3,1992,3,Noida,362935
5,2347,2,Gurugram,620841
3,3255,1,Bengaluru,804335
2,3615,2,Noida,468193
2,3986,,Gurugram,708847
,3817,1,Gurugram,661052
2,3655,2,Bengaluru,826995
3,706,1,Gurugram,262546
,2698,2,Gurugram,547058
5,3215,3,Bengaluru,939190
1,3075,3,Gurugram,545924
3,664,1,Gurugram,247127
1,3464,1,Noida,406024
3,2498,1,Bengaluru,637118
5,3716,2,Bengaluru,1007497
1,3557,3,Bengaluru,785394
4,,1,Bengaluru,722725
3,832,1,Bengaluru,310639
4,902,1,Gurugram,311382
1,913,2,Bengaluru,277637
4,544,1,Gurugram,312195
4,3973,1,Gurugram,823443
1,2753,2,Gurugram,490518
5,561,2,Gurugram,357557
4,2967,1,Bengaluru,789526
4,1367,,Gurugram,403313
5,1991,2,Noida,498207
4,3367,3,Noida,600358
4,518,2,Bengaluru,319904
4,864,3,Bengaluru,402875
,3871,1,Gurugram,705296
5,,1,,798569
4,2975,3,Gurugram,679630
5,1640,2,Noida,432804
3,1079,1,Gurugram,303093
3,1045,3,Bengaluru,381539
4,2229,2,Gurugram,551676
5,2872,3,Gurugram,660397
5,554,2,Noida,327150
5,1277,2,Gurugram,508001
2,3539,2,Noida,465312
3,541,2,Gurugram,251812
5,1820,3,Gurugram,536190
5,730,3,Bengaluru,404122
2,952,3,,266598
2,2941,3,Gurugram,583745
5,2045,3,Gurugram,582074
,1881,,Bengaluru,438718
5,1967,1,Noida,466611
5,1651,1,Gurugram,511651
2,3238,3,Bengaluru,783185
2,3976,3,Noida,551405
5,2939,1,Gurugram,722142
5,1716,2,Bengaluru,643114
5,3151,,Gurugram,728393
2,1380,2,Bengaluru,413145
5,3649,1,Gurugram,840266
5,584,1,Gurugram,314946
4,1553,3,Bengaluru,540198
1,548,2,Bengaluru,168734
3,1668,3,Bengaluru,513113
,568,1,Noida,139739
4,3629,2,Gurugram,736435
3,3244,3,Noida,509299
5,3026,3,Noida,571307
4,3367,3,Gurugram,758602
5,3867,1,Gurugram,848468
2,2201,3,Noida,346945
,3742,2,Noida,579837
2,2098,3,Gurugram,497858
4,2694,1,Bengaluru,754397
4,3877,3,Bengaluru,977000
2,2369,1,Noida,330685
3,1515,1,,471252
1,3156,2,Gurugram,528799
,945,2,Bengaluru,446859
4,2768,3,Gurugram,664918
5,1901,1,Gurugram,563098
2,3837,1,Bengaluru,865975
5,2642,2,Noida,557617
2,761,2,Bengaluru,257987
5,2348,3,Bengaluru,783470
1,,1,Bengaluru,349950
1,1594,2,Gurugram,314903
1,2766,3,Noida,348903
1,2056,1,Gurugram,356226
1,591,1,Bengaluru,131670
1,626,2,,158017
2,579,3,Gurugram,216640
4,2347,2,Gurugram,535527
5,3809,3,Gurugram,867817
1,1482,1,Noida,204992
2,3943,3,Gurugram,745744
2,1415,3,Bengaluru,399326
2,3033,,Noida,458028
4,1193,3,Bengaluru,459619
5,524,3,Bengaluru,383794
4,655,2,Gurugram,322562
3,3179,3,Gurugram,656016
2,2312,3,Noida,367287
3,2053,1,Gurugram,429459
1,2466,3,Bengaluru,570412
1,2233,1,Gurugram,393341
4,1580,2,Gurugram,417270
,2128,2,,495649
3,,3,,265372
5,1907,2,Gurugram,574896
4,1716,3,Gurugram,489119
1,2784,2,Noida,336914
5,1910,3,Bengaluru,682093
5,3997,3,Gurugram,912787
1,776,1,Gurugram,177170
3,3798,1,Gurugram,757197
1,1244,1,Bengaluru,305277
5,1051,1,Noida,384346
3,3894,3,Bengaluru,951450
3,1676,2,,457917
,1138,3,Gurugram,272246
5,736,1,Bengaluru,416606
4,1497,1,Bengaluru,458722
5,2602,2,Bengaluru,799376
2,2503,1,Bengaluru,585901
4,1959,,Noida,432965
3,,3,Bengaluru,851749
4,2656,3,Noida,509379
3,1707,3,Bengaluru,538574
3,1891,3,Gurugram,456189
4,2506,,Gurugram,565407
3,1721,3,,422721
3,1894,1,Gurugram,437505
2,872,1,Noida,196918
5,3520,1,Gurugram,813382
5,2020,1,Noida,476611
2,,2,Gurugram,576594
4,1348,1,Noida,324774
1,3056,2,Noida,398879
1,1845,1,Noida,262007
1,2822,2,,490968
2,,2,Bengaluru,652380
,1003,2,Bengaluru,308290
3,3689,,Noida,515628
1,1202,2,Gurugram,284513
4,2589,3,Bengaluru,764365
4,814,3,Gurugram,369413
,3335,1,Bengaluru,728753
1,2876,3,Noida,363024
1,1540,3,Gurugram,317746
2,782,3,Gurugram,249349
2,3490,1,Noida,457079
2,757,1,Gurugram,230883
5,1074,3,Gurugram,419782
4,1073,1,Noida,322640
4,3159,2,Gurugram,691634
3,1542,3,Bengaluru,474107
2,2052,1,Bengaluru,533212
5,3384,1,Gurugram,803503
5,922,3,Gurugram,443861
4,1989,1,Gurugram,502697
2,1896,3,Gurugram,427687
3,1257,1,Noida,302567
2,3310,2,Gurugram,618883
1,1604,,Gurugram,320120
2,2074,2,Gurugram,437975
1,2971,3,Bengaluru,724451
1,928,1,Bengaluru,250746
3,3959,2,Noida,540551
4,2521,1,Noida,441174
2,703,3,Noida,196876
1,2743,3,Bengaluru,603662
2,3275,,Bengaluru,782349
4,2832,3,Bengaluru,840904
4,2492,3,Gurugram,593571
5,2743,2,Bengaluru,796854
4,806,3,Gurugram,346748
3,2187,1,Bengaluru,595321
1,513,2,Bengaluru,152823
5,2360,1,Gurugram,589232
3,3717,3,Gurugram,764675
2,2461,1,Bengaluru,612215
1,,2,Gurugram,297345
4,1222,2,Noida,319091
1,1279,2,,187551
2,1733,1,Gurugram,345429
5,1028,2,Gurugram,412610
,1297,1,Noida,431038
5,843,3,Noida,369077
4,1802,3,Gurugram,487939
3,708,1,Gurugram,279790
3,1140,2,Noida,265399
1,3906,,Noida,442487
4,1811,1,Noida,354016
5,2799,1,Noida,565381
5,3836,3,Bengaluru,1043165
2,2818,1,Noida,375424
2,2447,3,Bengaluru,632389
5,1419,1,Gurugram,451895
5,2223,3,,704861
4,2544,1,Noida,456819
3,918,1,Noida,227849
2,,2,Noida,331831
3,3342,2,Noida,500236
4,3782,1,Bengaluru,964242
5,1888,1,Noida,422307
3,1599,1,Noida,315013
5,3892,1,,1050013
5,3272,2,Gurugram,775748
1,2980,3,Noida,368049
3,2656,1,Noida,421823
3,3188,2,Noida,483843
5,2045,1,Bengaluru,641166
4,1570,1,Bengaluru,513196
1,2926,3,Bengaluru,681124
5,2350,1,Bengaluru,746242
2,1619,1,Gurugram,361087
2,1457,3,Noida,222475
1,602,3,Gurugram,154669
4,3439,3,Bengaluru,927151
5,3401,3,Bengaluru,994447
3,1669,2,Gurugram,420058
1,2403,2,Gurugram,432367
4,3598,2,Bengaluru,937336
3,2255,1,Noida,359369
2,3077,3,Bengaluru,752438
2,1178,3,Noida,217373
3,2468,,Gurugram,538495
1,1488,1,Noida,210580
2,1605,1,Gurugram,351735
5,2975,1,Gurugram,680281
,2107,2,Gurugram,471869
3,3369,1,Bengaluru,847574
2,2002,1,Bengaluru,511857
1,2289,1,Bengaluru,503750
5,1685,,Noida,427077
1,1431,2,Bengaluru,372256
4,1925,3,Noida,423187
4,1561,3,Noida,363484
2,2478,2,Noida,364026
2,3058,3,Gurugram,572577
2,2940,1,Bengaluru,704027
4,2542,1,Noida,489272
1,3260,1,Gurugram,527383
1,3041,1,Bengaluru,671343
2,3771,2,Gurugram,688429
5,1778,3,Bengaluru,592709
1,1702,3,Noida,266852
4,3094,1,Bengaluru,870778
3,1093,1,Noida,272060
3,2936,3,Bengaluru,794392
3,1921,2,Gurugram,433058
5,2705,3,Bengaluru,806624
2,1527,1,Noida,264124
4,2714,1,Noida,464326
5,1459,2,Noida,416661
4,2956,3,,693467
4,3983,2,Noida,600638
2,3775,2,Bengaluru,895950
3,2741,1,Noida,395634
2,,3,Bengaluru,675024
5,3265,1,Noida,582561
5,1673,3,Noida,428760
5,3730,1,,994903
2,3850,1,Bengaluru,907922
4,1315,3,Gurugram,452048
4,903,3,Noida,334700
1,1392,1,Gurugram,289624
,3225,3,Gurugram,751342
4,3882,1,Gurugram,767843
1,567,3,Gurugram,148897
4,587,1,Gurugram,284869
5,2764,1,Noida,524209
3,2548,1,Bengaluru,680162
5,1658,2,Bengaluru,608063
2,2220,3,Noida,348486
,1874,1,Gurugram,488818
4,2687,2,Noida,510598
2,3165,1,,717163
2,2680,2,Gurugram,537793
3,2143,1,Noida,332074
4,677,1,Noida,266382
4,3357,2,Noida,585911
3,,2,Gurugram,458166
1,2927,3,,656067
3,1407,3,Noida,339006
5,3205,2,,602402
4,2997,3,Gurugram,690642
2,1085,2,Noida,224472
5,3010,3,Gurugram,750698
4,1489,1,,420471
3,1631,3,Bengaluru,492376
5,2669,1,Bengaluru,831285
4,2564,1,Bengaluru,712801
1,1719,,Gurugram,297213
,2874,2,Bengaluru,666049
2,817,1,Bengaluru,300626
4,3356,1,Noida,540884
1,2002,3,Noida,238311
3,2534,2,Noida,422295
4,3823,2,Gurugram,834896
3,2542,3,Bengaluru,692451
3,1002,2,Gurugram,335687
1,2522,3,Gurugram,474836
4,618,3,Gurugram,342125
5,1209,3,Noida,438150
1,544,1,Gurugram,163202
1,813,1,Noida,139685
4,3750,1,Noida,562682
4,917,3,Bengaluru,421994
3,3103,1,Bengaluru,776730
4,1601,1,Bengaluru,544535
3,825,1,Bengaluru,307742
1,3928,3,Bengaluru,859587
2,1939,3,Bengaluru,518023
5,2486,3,Bengaluru,758415
,3062,1,Bengaluru,673197
4,2761,2,Gurugram,649887
,573,1,Gurugram,384152
2,2102,1,Bengaluru,515693
2,1008,3,Noida,248916
3,2879,3,Gurugram,572289
5,3664,1,Gurugram,809449
3,1187,1,Noida,280112
1,1156,2,Bengaluru,317483
5,2042,2,Noida,463806
1,1792,3,Gurugram,353695
3,1899,2,Noida,382068
5,3575,2,Bengaluru,962455
3,3709,3,Gurugram,697179
5,3802,2,Gurugram,861890
3,3147,,Bengaluru,769449
2,2052,2,Gurugram,436939
3,1575,3,Noida,376501
2,824,1,Noida,209127
3,1491,2,Bengaluru,448773
5,2493,1,Gurugram,604705
5,1216,1,Noida,366030
5,3270,2,Noida,600456
4,776,2,Noida,292601
1,3083,,Gurugram,569687
5,651,3,Noida,358442
2,,1,Noida,240787
5,2006,3,Gurugram,597821
4,,1,,391728
2,2871,1,,677898
4,3564,3,Gurugram,774191
2,1368,,Bengaluru,386108
3,1691,3,Gurugram,430815
1,1187,2,Bengaluru,289559
1,809,1,Noida,165685
,3350,1,Gurugram,702464
1,2002,1,Gurugram,369100
4,3627,3,Noida,605404
4,,3,Bengaluru,925581
4,972,,Noida,321885
1,3867,3,Gurugram,644507
4,3008,3,Gurugram,679755
1,3895,2,Noida,442489
4,,3,Gurugram,417200
5,1345,1,Gurugram,476298
4,1664,3,Bengaluru,549366
2,1166,1,Bengaluru,354439
4,2809,3,Noida,522828
3,2308,3,Gurugram,531187
4,,1,Bengaluru,611990
2,2267,1,Noida,330811
2,1764,1,Gurugram,334545
,854,1,Bengaluru,231985
5,2372,2,Gurugram,627365
4,2524,1,,454996
1,3317,3,Gurugram,590507
5,679,3,Gurugram,397136
4,565,2,Bengaluru,337363
,1319,1,Noida,293872
4,1871,3,Bengaluru,628575
,670,2,Gurugram,199019
2,3021,3,Noida,425472
3,3081,2,Gurugram,652106
1,1890,2,Gurugram,364215
5,1630,1,Noida,418299
4,2986,2,Noida,526411
2,1334,3,Bengaluru,385835
1,726,3,Bengaluru,228425
3,941,1,Gurugram,314911
2,2943,1,Noida,430137
3,1227,2,Bengaluru,428618
,2104,1,Gurugram,552872
5,,3,Noida,514247
,1536,,Bengaluru,392945
2,2332,1,Noida,299550
4,2348,1,Gurugram,584521
1,3240,1,Gurugram,558073
5,992,2,Gurugram,404433
2,3839,2,Noida,496202
5,2048,3,Bengaluru,696329
2,1643,2,Bengaluru,434133
5,1469,2,Gurugram,474006
3,2900,2,Gurugram,591908
2,3628,2,,467989
5,2587,3,Bengaluru,798283
1,3907,1,Bengaluru,874660
3,1139,3,Bengaluru,387657
3,672,2,Gurugram,269335
1,2070,1,Bengaluru,483212
5,758,1,Noida,346511
4,1016,1,Gurugram,352282
1,3277,3,Gurugram,583923
5,1022,,Gurugram,421700
1,2417,3,Bengaluru,554374
1,3386,3,Bengaluru,730145
2,2664,2,Noida,363533
5,2731,2,Gurugram,694567
4,2429,1,Gurugram,602891
2,1639,1,Gurugram,355865
1,2709,2,Noida,368938
1,3090,3,Noida,387952
1,3808,3,Bengaluru,818710
5,1338,2,Bengaluru,533410
5,1589,3,Bengaluru,627637
2,1593,2,Bengaluru,426530
4,2994,2,Bengaluru,816080
2,2963,1,Noida,430012
,,1,Bengaluru,798135
1,2988,2,Gurugram,524318
1,3285,1,,727692
1,2469,2,Gurugram,461606
,3011,3,Bengaluru,738371
2,,3,Gurugram,597060
1,3258,3,Noida,419238
2,2074,3,Gurugram,438142
5,2080,2,,486690
5,2942,3,Bengaluru,860691
2,2873,3,Gurugram,541639
1,1614,3,Gurugram,299271
2,1249,3,Bengaluru,375668
2,1593,2,Gurugram,365209
2,1689,3,Gurugram,419371
3,3189,1,Noida,487221
5,2761,1,Gurugram,677979
4,2375,1,Bengaluru,683007
4,3906,1,Bengaluru,984052
3,2287,1,Bengaluru,620015
2,2916,1,Noida,396084
3,2107,2,Noida,374202
3,,1,Noida,231215
1,1575,3,Bengaluru,376850
5,1812,1,Noida,436201
4,2149,2,Noida,421147
2,3810,1,Gurugram,683852
4,2680,3,Gurugram,649075
4,3546,3,Bengaluru,946199
,3333,2,Gurugram,765531
4,1689,2,Gurugram,492157
4,1897,2,Gurugram,522204
3,2920,2,Bengaluru,754789
5,2328,1,Gurugram,641059
1,978,1,Gurugram,215087
2,1331,3,Gurugram,337498
4,,,Noida,515646
2,2114,2,Bengaluru,509126
1,1181,1,Noida,179368
2,3235,2,Bengaluru,786945
1,1823,3,Noida,268870
3,581,3,Bengaluru,315217
4,586,2,Bengaluru,328929
1,2772,3,Gurugram,497449
2,2563,,Bengaluru,642933
,1321,1,Gurugram,372120
3,3929,3,Gurugram,805128
4,662,2,Noida,310151
1,3061,2,Gurugram,547718
3,2897,3,Bengaluru,785098
2,2432,2,Noida,353861
3,3228,1,Bengaluru,821515
,2350,3,Gurugram,523115
5,2360,3,Gurugram,636960
3,3946,3,Bengaluru,934355
3,1615,2,Bengaluru,490024
4,2728,2,Gurugram,598594
2,3290,3,Bengaluru,762917
4,3872,2,Bengaluru,993325
4,3207,2,Noida,526545
1,3760,3,Gurugram,650779
4,2382,3,Gurugram,620799
5,3885,2,Noida,646065
5,3040,3,Noida,578704
1,1422,3,Gurugram,306590
2,2675,3,Gurugram,517851
2,1949,3,Bengaluru,505492
4,2082,,Bengaluru,627511
4,1064,3,Gurugram,407217
4,3758,1,Noida,550435
2,3097,3,Noida,422750
3,3000,1,Gurugram,640617
5,970,3,Gurugram,363516
3,1487,1,Noida,306152
3,3285,1,Gurugram,683348
2,2434,3,Bengaluru,654999
3,723,3,Bengaluru,340587
1,2701,3,Bengaluru,643636
4,3107,1,,812427
1,850,2,Noida,137670
5,,2,Noida,676083
4,2428,3,Bengaluru,710323
3,848,2,Bengaluru,302058
5,681,2,Gurugram,380518
4,1136,3,Noida,339780
,1517,1,Gurugram,389172
1,2726,,Noida,304974
4,3610,2,Noida,528035
3,1271,1,Gurugram,356701
1,3441,2,Gurugram,580087
5,3574,1,Noida,608262
5,1515,2,Noida,429309
5,2611,3,Bengaluru,786622
5,528,2,Gurugram,343891
2,2919,2,,548874
4,2644,1,Gurugram,624308
4,2393,2,Bengaluru,661022
2,1965,3,Noida,313552
3,1726,3,Noida,374395
3,3982,,Gurugram,760557
5,3540,1,Noida,616399
1,2568,1,Gurugram,478588
,3282,2,Gurugram,665467
1,1625,2,Bengaluru,437810
4,3617,2,Bengaluru,971397
1,,1,Bengaluru,159966
4,3150,1,Noida,499719
2,3735,2,Bengaluru,854921
2,1634,1,Noida,281001
5,837,1,,392475
3,2670,3,Bengaluru,727290
5,,3,Noida,484291
4,946,2,Gurugram,346334
5,3158,2,Noida,596970
1,3862,3,Noida,506018
4,3218,1,Bengaluru,831660
2,3983,2,Noida,516851
3,,2,Noida,479003
4,3444,2,Gurugram,739507
4,780,1,Bengaluru,342055
,,3,Noida,443162
3,1095,2,Gurugram,358665
2,2486,3,Bengaluru,594720
4,3250,3,Noida,574920
4,,1,Gurugram,422201
1,709,1,Bengaluru,206962
5,625,1,Gurugram,363526
2,991,1,Bengaluru,315703
3,3507,1,Noida,504030
4,1469,1,Bengaluru,517049
4,1080,2,Bengaluru,410855
2,3324,3,Noida,480691
5,2805,1,Noida,531199
4,1711,2,Bengaluru,568639
2,729,3,Gurugram,232321
1,688,1,Gurugram,193842
5,3986,1,,866672
3,2557,,Bengaluru,694454
4,3685,3,Bengaluru,982751
2,3647,1,Noida,469880
1,3223,3,Noida,408085
3,1001,2,Bengaluru,373505
2,2632,1,Bengaluru,649298
2,548,3,Gurugram,203287
3,3385,2,Bengaluru,832868
1,3555,2,Bengaluru,804636
1,1188,1,Noida,194534
5,886,3,,440412
4,1469,1,Gurugram,468394
3,3960,1,Noida,544571
3,1505,3,Gurugram,408122
3,2765,3,Bengaluru,756373
1,2224,3,Bengaluru,547983
4,2504,2,Noida,456290
5,3552,2,Noida,635544
2,3917,3,Gurugram,711345
2,3801,2,Bengaluru,888591
3,2802,1,Bengaluru,717886
4,2783,3,Gurugram,639394
1,3597,1,Gurugram,580302
4,2107,3,Noida,464403
,3832,1,Gurugram,769924
1,2289,3,Noida,338267
3,770,1,Bengaluru,308123
4,622,3,Noida,301893
2,3203,3,Bengaluru,801385
1,1780,2,Noida,239388
5,1944,1,Gurugram,561036
3,758,2,Noida,255680
